age,job,marital,education,default,housing,loan,contact,month,poutcome,y
44,admin.,married,primary,no,no,yes,cellular,jul,unknown,no
31,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
35,self-employed,married,secondary,no,yes,no,cellular,jul,unknown,yes
27,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
44,technician,divorced,secondary,no,yes,no,cellular,jul,unknown,no
52,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
46,admin.,married,secondary,no,yes,yes,telephone,jul,unknown,no
33,technician,married,secondary,no,yes,yes,telephone,jul,unknown,no
38,technician,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
37,management,single,unknown,no,no,yes,cellular,jul,unknown,no
34,admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
43,services,married,secondary,no,no,no,cellular,jul,unknown,no
58,management,single,tertiary,no,no,yes,cellular,jul,unknown,no
32,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
52,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
43,services,divorced,secondary,no,yes,no,cellular,jul,unknown,no
53,entrepreneur,single,unknown,no,no,no,cellular,jul,unknown,no
54,blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
38,services,married,secondary,no,yes,no,telephone,jul,unknown,no
48,housemaid,married,secondary,no,no,yes,cellular,jul,unknown,yes
39,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
51,self-employed,married,secondary,yes,no,yes,cellular,jul,unknown,no
42,blue-collar,married,unknown,no,yes,yes,cellular,jul,unknown,no
33,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
32,technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
59,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
27,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
40,technician,married,secondary,no,no,no,telephone,jul,unknown,no
43,services,married,secondary,no,yes,no,cellular,jul,unknown,yes
38,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
36,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
33,services,single,secondary,no,yes,no,cellular,jul,unknown,no
40,services,divorced,secondary,no,no,no,cellular,jul,unknown,no
52,housemaid,married,secondary,no,no,yes,cellular,jul,unknown,no
60,technician,married,secondary,no,no,no,telephone,jul,unknown,no
57,retired,married,primary,no,no,yes,cellular,jul,unknown,no
29,services,single,secondary,no,no,yes,cellular,jul,unknown,no
39,services,divorced,secondary,no,yes,yes,telephone,jul,unknown,no
28,technician,single,secondary,no,yes,no,cellular,jul,unknown,no
48,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
56,blue-collar,divorced,secondary,no,no,yes,cellular,jul,unknown,no
29,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
35,blue-collar,married,secondary,no,yes,yes,telephone,jul,unknown,no
48,housemaid,married,secondary,no,no,no,cellular,jul,unknown,no
42,services,married,secondary,no,yes,no,telephone,jul,unknown,no
43,blue-collar,single,primary,no,no,yes,cellular,jul,unknown,yes
59,housemaid,married,primary,no,no,yes,telephone,jul,unknown,no
28,management,single,tertiary,no,yes,yes,cellular,jul,unknown,no
56,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,no
38,management,married,secondary,no,yes,no,cellular,jul,unknown,no
39,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
58,self-employed,married,tertiary,no,no,yes,telephone,jul,unknown,no
34,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
48,self-employed,married,tertiary,no,no,yes,cellular,jul,unknown,no
50,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
26,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,no
40,technician,divorced,secondary,no,yes,no,cellular,jul,unknown,no
32,technician,married,secondary,no,no,yes,cellular,jul,unknown,no
53,admin.,married,secondary,no,no,yes,telephone,jul,unknown,no
26,blue-collar,single,primary,no,no,yes,cellular,jul,unknown,no
49,services,divorced,secondary,no,no,no,cellular,jul,unknown,yes
50,technician,married,secondary,no,no,no,cellular,jul,unknown,no
40,technician,single,secondary,no,yes,yes,cellular,jul,unknown,no
25,services,single,secondary,no,yes,no,cellular,jul,unknown,no
28,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
48,admin.,married,secondary,no,no,yes,cellular,jul,unknown,no
39,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,no
26,technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
34,management,single,secondary,no,yes,no,cellular,jul,unknown,no
36,management,married,tertiary,no,yes,yes,cellular,jul,unknown,no
53,entrepreneur,married,tertiary,no,no,yes,cellular,jul,unknown,no
60,retired,married,secondary,no,no,no,telephone,jul,unknown,no
50,admin.,divorced,secondary,no,no,no,cellular,jul,unknown,no
55,retired,married,secondary,no,yes,no,telephone,jul,unknown,no
30,admin.,single,secondary,no,yes,yes,cellular,jul,unknown,no
31,self-employed,married,tertiary,no,no,yes,cellular,jul,unknown,no
49,services,married,tertiary,no,yes,no,cellular,jul,unknown,no
48,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
42,housemaid,married,primary,no,yes,no,telephone,jul,unknown,no
53,housemaid,married,primary,no,no,no,cellular,jul,unknown,yes
48,entrepreneur,married,secondary,no,no,yes,cellular,jul,unknown,yes
30,services,married,secondary,no,no,no,cellular,jul,unknown,no
58,admin.,divorced,secondary,no,no,no,cellular,jul,unknown,no
38,housemaid,married,secondary,no,yes,no,cellular,jul,unknown,no
33,services,married,secondary,no,yes,no,cellular,jul,unknown,no
39,services,married,secondary,no,yes,no,cellular,jul,unknown,no
27,technician,single,secondary,no,no,no,cellular,jul,unknown,yes
44,housemaid,married,secondary,no,no,no,cellular,jul,unknown,no
26,services,single,secondary,no,yes,no,cellular,jul,unknown,no
26,blue-collar,single,secondary,no,no,no,telephone,jul,unknown,no
58,housemaid,married,primary,no,yes,no,telephone,jul,unknown,no
29,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
55,technician,married,secondary,no,yes,no,telephone,jul,unknown,yes
56,management,divorced,tertiary,no,no,no,cellular,jul,unknown,no
36,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
36,management,married,tertiary,no,yes,yes,cellular,jul,unknown,no
35,admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
58,technician,divorced,secondary,no,yes,no,cellular,jul,unknown,no
26,services,married,secondary,no,yes,no,cellular,jul,unknown,no
28,blue-collar,married,tertiary,no,yes,no,telephone,jul,unknown,no
44,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
53,services,divorced,unknown,no,yes,no,cellular,jul,unknown,no
27,blue-collar,married,primary,no,yes,no,telephone,jul,unknown,no
52,services,married,primary,no,no,yes,cellular,jul,unknown,no
33,services,married,secondary,no,yes,no,cellular,jul,unknown,no
31,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
27,technician,married,secondary,no,yes,yes,telephone,jul,unknown,no
29,technician,single,secondary,no,yes,yes,cellular,jul,unknown,no
59,management,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
32,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
31,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
46,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
50,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
43,housemaid,married,secondary,no,no,no,telephone,jul,unknown,no
51,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
50,blue-collar,married,primary,no,yes,yes,telephone,jul,unknown,no
27,self-employed,married,tertiary,no,no,yes,cellular,jul,unknown,no
28,admin.,single,tertiary,no,yes,no,cellular,jul,unknown,no
32,services,married,secondary,no,yes,no,cellular,jul,unknown,no
47,housemaid,married,primary,no,no,yes,cellular,jul,unknown,no
43,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
39,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,no
52,services,married,unknown,no,yes,yes,cellular,jul,unknown,no
32,technician,single,tertiary,no,yes,no,cellular,jul,unknown,no
41,technician,divorced,secondary,no,yes,no,cellular,jul,unknown,no
51,management,married,tertiary,no,no,no,cellular,jul,unknown,no
50,housemaid,married,secondary,no,no,yes,cellular,jul,unknown,no
42,management,married,tertiary,no,yes,no,telephone,jul,unknown,no
28,technician,single,secondary,no,no,no,cellular,jul,unknown,no
33,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
34,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
38,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
35,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
27,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,no
55,technician,single,tertiary,no,no,no,cellular,jul,unknown,no
29,services,single,secondary,no,no,yes,cellular,jul,unknown,no
32,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
34,technician,married,secondary,no,yes,no,telephone,jul,unknown,no
60,technician,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
29,management,married,tertiary,no,yes,yes,cellular,jul,unknown,no
32,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
29,technician,married,tertiary,no,no,no,cellular,jul,unknown,no
39,blue-collar,married,primary,no,yes,no,telephone,jul,unknown,no
34,housemaid,married,tertiary,no,no,no,cellular,jul,unknown,no
40,services,married,secondary,no,yes,no,cellular,jul,unknown,yes
49,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
29,services,single,secondary,no,yes,no,cellular,jul,unknown,no
41,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
49,blue-collar,divorced,primary,no,no,yes,cellular,jul,unknown,no
29,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
50,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
45,entrepreneur,married,tertiary,no,yes,yes,cellular,jul,unknown,no
41,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
59,self-employed,married,primary,no,yes,no,telephone,jul,unknown,no
25,unemployed,married,secondary,no,yes,no,cellular,jul,unknown,no
53,housemaid,married,primary,no,no,yes,cellular,jul,unknown,no
34,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,no
34,self-employed,married,tertiary,no,yes,no,cellular,jul,unknown,no
30,student,single,tertiary,no,no,no,cellular,jul,unknown,no
31,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
49,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
53,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
40,self-employed,single,tertiary,no,no,no,telephone,jul,unknown,yes
52,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
59,retired,married,primary,no,yes,no,telephone,jul,unknown,no
37,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
31,management,single,secondary,yes,yes,no,cellular,jul,unknown,no
38,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
38,blue-collar,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
56,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
51,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
27,technician,single,secondary,no,no,yes,cellular,jul,unknown,no
59,blue-collar,divorced,secondary,no,no,yes,cellular,jul,unknown,no
41,management,married,secondary,no,yes,no,cellular,jul,unknown,no
54,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
32,services,single,secondary,no,no,no,cellular,jul,unknown,no
43,technician,divorced,secondary,no,yes,no,telephone,jul,unknown,no
36,entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,no
38,blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
59,housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
54,retired,single,secondary,no,no,yes,cellular,jul,unknown,yes
41,housemaid,married,secondary,no,yes,no,telephone,jul,unknown,no
58,housemaid,married,tertiary,no,no,yes,cellular,jul,unknown,no
40,management,married,tertiary,no,no,no,cellular,jul,unknown,no
29,management,single,tertiary,no,yes,no,telephone,jul,unknown,no
46,services,married,secondary,no,yes,yes,cellular,jul,unknown,no
39,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
49,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
30,self-employed,single,tertiary,no,yes,no,cellular,jul,unknown,no
37,services,married,secondary,no,yes,no,cellular,jul,unknown,no
31,unemployed,married,secondary,no,no,no,cellular,jul,unknown,no
46,admin.,married,secondary,no,no,yes,telephone,jul,unknown,no
36,technician,divorced,secondary,no,yes,yes,cellular,jul,unknown,no
34,entrepreneur,married,secondary,no,no,yes,cellular,jul,unknown,no
55,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
35,technician,married,secondary,no,no,no,cellular,jul,unknown,no
49,blue-collar,single,primary,no,yes,yes,cellular,jul,unknown,no
55,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
26,services,single,secondary,no,no,yes,cellular,jul,unknown,no
54,technician,married,secondary,no,no,yes,cellular,jul,unknown,yes
32,admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
31,services,single,secondary,no,yes,no,cellular,jul,unknown,no
41,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,no
35,blue-collar,single,primary,no,yes,no,cellular,jul,unknown,no
26,services,single,primary,no,yes,yes,cellular,jul,unknown,no
37,blue-collar,single,primary,no,no,no,cellular,jul,unknown,no
34,admin.,single,tertiary,no,yes,no,cellular,jul,unknown,no
41,technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
31,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,no
39,admin.,married,secondary,yes,yes,no,cellular,jul,unknown,no
34,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
44,management,married,primary,no,yes,yes,cellular,jul,unknown,no
38,blue-collar,single,unknown,no,yes,no,cellular,jul,unknown,no
35,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
36,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
36,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
30,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
31,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
31,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
43,housemaid,married,primary,no,no,yes,cellular,jul,unknown,no
44,technician,divorced,secondary,no,no,no,cellular,jul,unknown,no
30,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
34,technician,single,secondary,no,no,no,cellular,jul,unknown,no
39,unemployed,married,secondary,no,yes,no,cellular,jul,unknown,no
45,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
30,technician,single,tertiary,no,yes,no,cellular,jul,unknown,no
29,services,married,secondary,no,yes,no,cellular,jul,unknown,no
30,services,married,secondary,no,no,yes,cellular,jul,unknown,no
57,retired,divorced,primary,no,no,no,telephone,jul,unknown,no
33,unemployed,married,tertiary,no,yes,yes,cellular,jul,unknown,no
33,services,married,secondary,no,yes,no,cellular,jul,unknown,no
52,blue-collar,divorced,secondary,no,yes,yes,cellular,jul,unknown,no
35,services,divorced,secondary,no,no,no,cellular,jul,unknown,no
43,blue-collar,single,primary,yes,no,yes,cellular,jul,unknown,no
40,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
59,blue-collar,married,secondary,no,no,yes,telephone,jul,unknown,no
56,services,married,secondary,no,yes,no,telephone,jul,unknown,no
36,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
26,management,single,secondary,no,no,no,cellular,jul,unknown,no
39,services,married,secondary,no,yes,yes,cellular,jul,unknown,no
40,management,married,tertiary,yes,no,no,cellular,jul,unknown,no
26,blue-collar,single,secondary,yes,yes,yes,cellular,jul,unknown,no
27,entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,no
33,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
32,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
56,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
33,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
26,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
35,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,no
26,unemployed,single,tertiary,no,no,no,cellular,jul,unknown,no
29,entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,no
32,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
26,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
48,technician,married,secondary,no,no,no,cellular,jul,unknown,no
33,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
50,admin.,single,secondary,no,no,no,cellular,jul,unknown,yes
50,housemaid,single,unknown,no,no,no,telephone,jul,unknown,no
36,management,single,tertiary,no,no,no,cellular,jul,unknown,no
48,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,no
41,housemaid,married,secondary,no,no,yes,cellular,jul,unknown,no
55,management,married,tertiary,no,no,no,cellular,jul,unknown,no
34,services,married,secondary,no,yes,no,cellular,jul,unknown,no
60,self-employed,married,secondary,no,no,no,telephone,jul,unknown,no
52,services,single,secondary,no,yes,no,cellular,jul,unknown,no
47,blue-collar,married,secondary,no,no,no,telephone,jul,unknown,no
43,retired,married,primary,no,yes,no,telephone,jul,unknown,no
30,management,single,tertiary,no,no,yes,cellular,jul,unknown,no
34,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
25,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,no
35,management,single,tertiary,no,yes,yes,cellular,jul,unknown,no
30,admin.,single,tertiary,no,no,yes,cellular,jul,unknown,no
31,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
29,management,single,tertiary,no,no,no,cellular,jul,unknown,no
27,admin.,single,secondary,no,no,no,telephone,jul,unknown,yes
47,admin.,single,secondary,no,yes,yes,cellular,jul,unknown,no
47,blue-collar,married,primary,no,yes,yes,telephone,jul,unknown,no
40,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
35,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
50,admin.,married,secondary,no,no,yes,cellular,jul,unknown,no
44,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
49,services,married,primary,no,no,no,telephone,jul,unknown,no
32,blue-collar,single,primary,no,yes,no,cellular,jul,unknown,no
34,management,married,tertiary,no,yes,yes,cellular,jul,unknown,no
25,technician,single,secondary,no,yes,yes,cellular,jul,unknown,no
31,services,single,secondary,no,no,no,cellular,jul,unknown,no
27,blue-collar,single,primary,no,yes,no,cellular,jul,unknown,no
56,management,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
44,admin.,married,secondary,no,no,yes,telephone,jul,unknown,no
30,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
46,admin.,married,secondary,no,no,yes,telephone,jul,unknown,no
59,entrepreneur,divorced,secondary,no,no,yes,cellular,jul,unknown,no
45,entrepreneur,married,primary,no,yes,no,telephone,jul,unknown,no
50,technician,married,secondary,no,yes,no,telephone,jul,unknown,no
41,technician,married,secondary,no,no,no,cellular,jul,unknown,no
36,blue-collar,divorced,primary,no,no,yes,cellular,jul,unknown,no
43,blue-collar,married,secondary,no,no,no,telephone,jul,unknown,no
47,blue-collar,married,primary,no,no,yes,telephone,jul,unknown,no
51,admin.,single,secondary,no,yes,no,telephone,jul,unknown,no
35,unemployed,married,secondary,no,yes,no,cellular,jul,unknown,no
44,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,no
27,management,single,secondary,no,yes,yes,cellular,jul,unknown,no
39,technician,single,tertiary,no,yes,no,cellular,jul,unknown,no
41,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
47,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
31,self-employed,married,tertiary,no,yes,no,cellular,jul,unknown,no
34,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
29,technician,single,secondary,no,yes,no,telephone,jul,unknown,no
46,entrepreneur,married,secondary,no,yes,yes,cellular,jul,unknown,no
58,retired,married,secondary,no,yes,no,telephone,jul,unknown,no
37,services,married,secondary,no,yes,no,cellular,jul,unknown,no
32,blue-collar,single,primary,no,no,yes,cellular,jul,unknown,no
31,technician,single,tertiary,no,yes,yes,cellular,jul,unknown,no
36,management,single,tertiary,no,no,no,cellular,jul,unknown,no
57,services,married,primary,no,yes,no,cellular,jul,unknown,no
32,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
35,management,divorced,tertiary,no,yes,no,telephone,jul,unknown,no
41,technician,married,tertiary,no,no,no,cellular,jul,unknown,no
37,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
60,retired,married,secondary,yes,yes,yes,cellular,jul,unknown,no
41,services,married,primary,no,yes,yes,cellular,jul,unknown,no
30,admin.,married,unknown,no,yes,no,cellular,jul,unknown,no
56,services,married,secondary,no,no,yes,telephone,jul,unknown,no
42,technician,divorced,secondary,no,yes,yes,cellular,jul,unknown,no
26,blue-collar,single,primary,yes,no,yes,cellular,jul,unknown,no
56,retired,married,secondary,no,no,no,telephone,jul,unknown,no
53,unemployed,married,primary,no,no,no,cellular,jul,unknown,no
56,retired,married,primary,no,no,no,cellular,jul,unknown,no
49,services,married,secondary,yes,no,no,cellular,jul,unknown,no
47,services,married,secondary,no,yes,yes,cellular,jul,unknown,no
36,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
44,technician,married,tertiary,no,no,no,cellular,jul,unknown,no
45,services,married,unknown,no,yes,no,telephone,jul,unknown,no
30,technician,married,tertiary,no,yes,yes,cellular,jul,unknown,no
48,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
59,management,married,secondary,no,no,no,telephone,jul,unknown,no
33,technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
58,retired,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
28,management,single,secondary,no,no,yes,cellular,jul,unknown,no
55,services,married,secondary,no,yes,no,cellular,jul,unknown,no
45,management,married,unknown,no,no,no,cellular,jul,unknown,no
59,admin.,divorced,primary,no,yes,no,cellular,jul,unknown,no
40,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
46,unemployed,married,secondary,no,no,no,cellular,jul,unknown,no
42,technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
44,management,single,primary,no,no,no,cellular,jul,unknown,no
53,blue-collar,married,unknown,no,no,no,cellular,jul,unknown,no
48,management,divorced,tertiary,no,no,no,cellular,jul,unknown,yes
58,services,married,secondary,no,no,no,telephone,jul,unknown,no
59,unemployed,married,primary,no,no,no,telephone,jul,unknown,no
28,management,single,secondary,no,no,no,cellular,jul,unknown,no
36,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
59,entrepreneur,married,secondary,no,no,yes,cellular,jul,unknown,no
54,entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,no
57,technician,married,secondary,no,no,no,cellular,jul,unknown,no
40,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,no
30,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
45,technician,married,secondary,no,no,no,cellular,jul,unknown,no
42,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,no
42,technician,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
58,management,married,tertiary,no,yes,no,telephone,jul,unknown,no
47,housemaid,divorced,primary,no,no,no,cellular,jul,unknown,no
58,management,married,secondary,no,yes,no,cellular,jul,unknown,no
46,management,married,secondary,no,yes,no,cellular,jul,unknown,no
48,technician,married,unknown,no,no,no,cellular,jul,unknown,no
42,services,married,unknown,no,no,yes,cellular,jul,unknown,no
49,self-employed,married,secondary,no,no,no,cellular,jul,unknown,no
51,admin.,married,secondary,no,no,no,telephone,jul,unknown,no
51,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
56,services,married,unknown,no,no,no,cellular,jul,unknown,no
47,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
57,admin.,divorced,secondary,no,no,yes,cellular,jul,unknown,no
51,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
40,admin.,married,secondary,yes,no,no,cellular,jul,unknown,no
41,blue-collar,married,secondary,no,yes,yes,telephone,jul,unknown,no
31,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
56,blue-collar,married,unknown,no,no,no,cellular,jul,unknown,no
57,retired,married,primary,no,no,yes,cellular,jul,unknown,no
51,management,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
32,services,single,secondary,no,no,no,cellular,jul,unknown,no
41,services,married,unknown,no,no,no,cellular,jul,unknown,yes
43,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
45,blue-collar,married,primary,no,yes,yes,cellular,jul,unknown,no
41,management,single,tertiary,no,no,no,telephone,jul,unknown,no
50,management,married,tertiary,no,no,no,cellular,jul,unknown,no
44,technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
48,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
36,management,single,tertiary,no,yes,yes,cellular,jul,unknown,no
50,unemployed,married,secondary,no,no,no,cellular,jul,unknown,no
51,blue-collar,divorced,primary,no,no,no,cellular,jul,unknown,yes
46,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
59,management,divorced,tertiary,no,no,no,cellular,jul,unknown,no
48,management,married,tertiary,no,no,no,telephone,jul,unknown,no
56,technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
51,entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,no
26,technician,single,secondary,no,yes,no,cellular,jul,unknown,no
34,services,married,secondary,no,yes,no,cellular,jul,unknown,no
29,technician,single,tertiary,no,yes,no,cellular,jul,unknown,no
47,services,single,secondary,no,no,no,cellular,jul,unknown,no
49,admin.,divorced,secondary,no,no,yes,cellular,jul,unknown,no
43,blue-collar,married,secondary,no,no,no,telephone,jul,unknown,no
54,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
42,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
55,management,single,tertiary,no,no,no,cellular,jul,unknown,no
39,management,single,tertiary,no,no,no,telephone,jul,unknown,no
38,unemployed,married,tertiary,no,no,no,cellular,jul,unknown,no
42,self-employed,married,secondary,no,yes,yes,cellular,jul,unknown,no
51,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,no
41,technician,married,secondary,no,no,no,cellular,jul,unknown,no
53,self-employed,married,tertiary,no,yes,no,cellular,jul,unknown,no
30,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
44,blue-collar,divorced,secondary,no,yes,no,cellular,jul,unknown,no
42,management,married,secondary,no,no,no,cellular,jul,unknown,no
51,unemployed,married,primary,no,no,no,cellular,jul,unknown,no
59,technician,married,primary,no,no,yes,cellular,jul,unknown,no
43,entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,no
59,retired,married,tertiary,no,no,no,cellular,jul,unknown,no
54,services,married,secondary,no,yes,yes,cellular,jul,unknown,no
29,entrepreneur,single,tertiary,no,yes,yes,cellular,jul,unknown,no
53,unemployed,married,secondary,no,yes,no,cellular,jul,unknown,no
58,blue-collar,married,primary,no,no,yes,telephone,jul,unknown,no
54,blue-collar,married,primary,no,no,no,telephone,jul,unknown,no
42,admin.,single,secondary,no,no,no,cellular,jul,unknown,no
43,unknown,married,primary,no,no,no,cellular,jul,unknown,no
41,unemployed,married,secondary,no,no,no,cellular,jul,unknown,no
59,admin.,divorced,secondary,no,no,no,telephone,jul,unknown,no
45,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
39,services,married,secondary,no,yes,yes,cellular,jul,unknown,no
59,retired,married,primary,no,yes,no,cellular,jul,unknown,no
50,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
45,unemployed,married,secondary,no,yes,no,cellular,jul,unknown,no
38,technician,single,secondary,no,no,no,cellular,jul,unknown,no
42,technician,single,unknown,no,no,no,cellular,jul,unknown,no
36,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
48,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
57,services,married,primary,no,no,no,cellular,jul,unknown,no
